OMRÅDE;CIVILSTAND;TID;INDHOLD
Allerød;Widowed;2015Q1;1134
Allerød;Widowed;2015Q2;1130
Allerød;Widowed;2015Q3;1138
Allerød;Widowed;2015Q4;1146
Allerød;Widowed;2016Q1;1157
Allerød;Widowed;2016Q2;1165
Allerød;Widowed;2016Q3;1177
Allerød;Widowed;2016Q4;1183
Allerød;Widowed;2017Q1;1186
Allerød;Widowed;2017Q2;1184
Allerød;Widowed;2017Q3;1181
Allerød;Widowed;2017Q4;1179
Allerød;Widowed;2018Q1;1176
Allerød;Widowed;2018Q2;1183
Allerød;Widowed;2018Q3;1179
Allerød;Widowed;2018Q4;1188
Allerød;Widowed;2019Q1;1199
Allerød;Widowed;2019Q2;1206
Allerød;Widowed;2019Q3;1208
Allerød;Widowed;2019Q4;1209
Allerød;Widowed;2020Q1;1220
Allerød;Widowed;2020Q2;1219
Allerød;Widowed;2020Q3;1212
Allerød;Widowed;2020Q4;1219
Allerød;Widowed;2021Q1;1225
Allerød;Widowed;2021Q2;1231
Allerød;Widowed;2021Q3;1243
Allerød;Widowed;2021Q4;1248
Allerød;Widowed;2022Q1;1261
Allerød;Divorced;2008Q1;1482
Allerød;Divorced;2008Q2;1494
Allerød;Divorced;2008Q3;1496
Allerød;Divorced;2008Q4;1509
Allerød;Divorced;2009Q1;1519
Allerød;Divorced;2009Q2;1555
Allerød;Divorced;2009Q3;1573
Allerød;Divorced;2009Q4;1582
Allerød;Divorced;2010Q1;1595
Allerød;Divorced;2010Q2;1616
Allerød;Divorced;2010Q3;1612
Allerød;Divorced;2010Q4;1610
Allerød;Divorced;2011Q1;1613
Allerød;Divorced;2011Q2;1621
Allerød;Divorced;2011Q3;1632
Allerød;Divorced;2011Q4;1625
Allerød;Divorced;2012Q1;1666
Allerød;Divorced;2012Q2;1690
Allerød;Divorced;2012Q3;1710
Allerød;Divorced;2012Q4;1718
Allerød;Divorced;2013Q1;1743
Allerød;Divorced;2013Q2;1778
Allerød;Divorced;2013Q3;1781
Allerød;Divorced;2013Q4;1781
Allerød;Divorced;2014Q1;1801
Allerød;Divorced;2014Q2;1858
Allerød;Divorced;2014Q3;1877
Allerød;Divorced;2014Q4;1883
Allerød;Divorced;2015Q1;1893
Allerød;Divorced;2015Q2;1892
Allerød;Divorced;2015Q3;1911
Allerød;Divorced;2015Q4;1925
Allerød;Divorced;2016Q1;1928
Allerød;Divorced;2016Q2;1935
Allerød;Divorced;2016Q3;1959
Allerød;Divorced;2016Q4;1951
Allerød;Divorced;2017Q1;1951
Allerød;Divorced;2017Q2;1976
Allerød;Divorced;2017Q3;1963
Allerød;Divorced;2017Q4;1978
Allerød;Divorced;2018Q1;1982
Allerød;Divorced;2018Q2;2004
Allerød;Divorced;2018Q3;2012
Allerød;Divorced;2018Q4;1997
Allerød;Divorced;2019Q1;2017
Allerød;Divorced;2019Q2;2012
Allerød;Divorced;2019Q3;2008
Allerød;Divorced;2019Q4;1994
Allerød;Divorced;2020Q1;1984
Allerød;Divorced;2020Q2;1987
Allerød;Divorced;2020Q3;2000
Allerød;Divorced;2020Q4;2012
Allerød;Divorced;2021Q1;2016
Allerød;Divorced;2021Q2;2016
Allerød;Divorced;2021Q3;2018
Allerød;Divorced;2021Q4;2022
Allerød;Divorced;2022Q1;2033
Egedal;Never married;2008Q1;16764
Egedal;Never married;2008Q2;16927
Egedal;Never married;2008Q3;16994
Egedal;Never married;2008Q4;16935
Egedal;Never married;2009Q1;16931
Egedal;Never married;2009Q2;16954
Egedal;Never married;2009Q3;17056
Egedal;Never married;2009Q4;17121
Egedal;Never married;2010Q1;17165
Egedal;Never married;2010Q2;17252
Egedal;Never married;2010Q3;17220
Egedal;Never married;2010Q4;17127
Egedal;Never married;2011Q1;17168
Egedal;Never married;2011Q2;17231
Egedal;Never married;2011Q3;17306
Egedal;Never married;2011Q4;17258
Egedal;Never married;2012Q1;17294
Egedal;Never married;2012Q2;17301
Egedal;Never married;2012Q3;17328
Egedal;Never married;2012Q4;17374
Egedal;Never married;2013Q1;17392
Egedal;Never married;2013Q2;17458
Egedal;Never married;2013Q3;17524
Egedal;Never married;2013Q4;17536
Egedal;Never married;2014Q1;17512
Egedal;Never married;2014Q2;17591
Egedal;Never married;2014Q3;17663
Egedal;Never married;2014Q4;17740
Egedal;Never married;2015Q1;17765
Egedal;Never married;2015Q2;17829
Egedal;Never married;2015Q3;17879
Egedal;Never married;2015Q4;17887
Egedal;Never married;2016Q1;17924
Egedal;Never married;2016Q2;17982
Egedal;Never married;2016Q3;18055
Egedal;Never married;2016Q4;18031
Egedal;Never married;2017Q1;18118
Egedal;Never married;2017Q2;18095
Egedal;Never married;2017Q3;18117
Egedal;Never married;2017Q4;18055
Egedal;Never married;2018Q1;18109
Egedal;Never married;2018Q2;18174
Egedal;Never married;2018Q3;18227
Egedal;Never married;2018Q4;18256
Egedal;Never married;2019Q1;18299
Egedal;Never married;2019Q2;18321
Egedal;Never married;2019Q3;18304
Egedal;Never married;2019Q4;18271
Egedal;Never married;2020Q1;18274
Egedal;Never married;2020Q2;18342
Egedal;Never married;2020Q3;18396
Egedal;Never married;2020Q4;18371
Egedal;Never married;2021Q1;18517
Egedal;Never married;2021Q2;18505
Egedal;Never married;2021Q3;18860
Egedal;Never married;2021Q4;18889
Egedal;Never married;2022Q1;19017
Egedal;Married/separated;2008Q1;19874
Egedal;Married/separated;2008Q2;19858
Egedal;Married/separated;2008Q3;19911
Egedal;Married/separated;2008Q4;20055
Egedal;Married/separated;2009Q1;20091
Egedal;Married/separated;2009Q2;20025
Egedal;Married/separated;2009Q3;20044
Egedal;Married/separated;2009Q4;20193
Egedal;Married/separated;2010Q1;20183
Egedal;Married/separated;2010Q2;20126
Egedal;Married/separated;2010Q3;20152
Egedal;Married/separated;2010Q4;20254
Egedal;Married/separated;2011Q1;20210
Egedal;Married/separated;2011Q2;20192
Egedal;Married/separated;2011Q3;20181
Egedal;Married/separated;2011Q4;20248
Egedal;Married/separated;2012Q1;20202
Egedal;Married/separated;2012Q2;20142
Egedal;Married/separated;2012Q3;20164
Egedal;Married/separated;2012Q4;20198
Egedal;Married/separated;2013Q1;20169
Egedal;Married/separated;2013Q2;20059
Egedal;Married/separated;2013Q3;20062
Egedal;Married/separated;2013Q4;20142
Egedal;Married/separated;2014Q1;20040
Egedal;Married/separated;2014Q2;19993
Egedal;Married/separated;2014Q3;20014
Egedal;Married/separated;2014Q4;19984
Egedal;Married/separated;2015Q1;19963
Egedal;Married/separated;2015Q2;19888
Egedal;Married/separated;2015Q3;19832
Egedal;Married/separated;2015Q4;19901
Egedal;Married/separated;2016Q1;19832
Egedal;Married/separated;2016Q2;19761
Egedal;Married/separated;2016Q3;19729
Egedal;Married/separated;2016Q4;19757
Egedal;Married/separated;2017Q1;19800
Egedal;Married/separated;2017Q2;19692
Egedal;Married/separated;2017Q3;19746
Egedal;Married/separated;2017Q4;19732
Egedal;Married/separated;2018Q1;19662
Egedal;Married/separated;2018Q2;19628
Egedal;Married/separated;2018Q3;19646
Egedal;Married/separated;2018Q4;19757
Egedal;Married/separated;2019Q1;19749
Egedal;Married/separated;2019Q2;19729
Egedal;Married/separated;2019Q3;19813
Egedal;Married/separated;2019Q4;19876
Egedal;Married/separated;2020Q1;19789
Egedal;Married/separated;2020Q2;19710
Egedal;Married/separated;2020Q3;19668
Egedal;Married/separated;2020Q4;19717
Egedal;Married/separated;2021Q1;19752
Egedal;Married/separated;2021Q2;19677
Egedal;Married/separated;2021Q3;19725
Egedal;Married/separated;2021Q4;19779
Egedal;Married/separated;2022Q1;19769
Egedal;Widowed;2008Q1;1513
Egedal;Widowed;2008Q2;1514
Egedal;Widowed;2008Q3;1516
Egedal;Widowed;2008Q4;1534
Egedal;Widowed;2009Q1;1535
Egedal;Widowed;2009Q2;1541
Egedal;Widowed;2009Q3;1548
Egedal;Widowed;2009Q4;1552
Egedal;Widowed;2010Q1;1572
Egedal;Widowed;2010Q2;1579
Egedal;Widowed;2010Q3;1590
Egedal;Widowed;2010Q4;1594
Egedal;Widowed;2011Q1;1601
Egedal;Widowed;2011Q2;1606
Egedal;Widowed;2011Q3;1614
Egedal;Widowed;2011Q4;1630
Egedal;Widowed;2012Q1;1649
Egedal;Widowed;2012Q2;1653
Egedal;Widowed;2012Q3;1661
Egedal;Widowed;2012Q4;1673
Egedal;Widowed;2013Q1;1662
Egedal;Widowed;2013Q2;1653
Egedal;Widowed;2013Q3;1654
Egedal;Widowed;2013Q4;1657
Egedal;Widowed;2014Q1;1675
Egedal;Widowed;2014Q2;1671
Egedal;Widowed;2014Q3;1681
Egedal;Widowed;2014Q4;1702
Egedal;Widowed;2015Q1;1712
Egedal;Widowed;2015Q2;1728
Egedal;Widowed;2015Q3;1740
Egedal;Widowed;2015Q4;1746
Egedal;Widowed;2016Q1;1775
Egedal;Widowed;2016Q2;1761
Egedal;Widowed;2016Q3;1779
Egedal;Widowed;2016Q4;1791
Egedal;Widowed;2017Q1;1805
Egedal;Widowed;2017Q2;1819
Egedal;Widowed;2017Q3;1820
Egedal;Widowed;2017Q4;1850
Egedal;Widowed;2018Q1;1858
Egedal;Widowed;2018Q2;1875
Egedal;Widowed;2018Q3;1875
Egedal;Widowed;2018Q4;1878
Egedal;Widowed;2019Q1;1886
Egedal;Widowed;2019Q2;1890
Egedal;Widowed;2019Q3;1895
Egedal;Widowed;2019Q4;1914
Egedal;Widowed;2020Q1;1924
Egedal;Widowed;2020Q2;1923
Egedal;Widowed;2020Q3;1936
Egedal;Widowed;2020Q4;1940
Egedal;Widowed;2021Q1;1948
Egedal;Widowed;2021Q2;1968
Egedal;Widowed;2021Q3;1978
Egedal;Widowed;2021Q4;1992
Egedal;Widowed;2022Q1;1997
Egedal;Divorced;2008Q1;2382
Egedal;Divorced;2008Q2;2434
Egedal;Divorced;2008Q3;2479
Egedal;Divorced;2008Q4;2459
Egedal;Divorced;2009Q1;2474
Egedal;Divorced;2009Q2;2501
Egedal;Divorced;2009Q3;2539
Egedal;Divorced;2009Q4;2562
Egedal;Divorced;2010Q1;2593
Egedal;Divorced;2010Q2;2627
Egedal;Divorced;2010Q3;2626
Egedal;Divorced;2010Q4;2601
Egedal;Divorced;2011Q1;2635
Egedal;Divorced;2011Q2;2661
Egedal;Divorced;2011Q3;2664
Egedal;Divorced;2011Q4;2663
Egedal;Divorced;2012Q1;2676
Egedal;Divorced;2012Q2;2720
Egedal;Divorced;2012Q3;2755
Egedal;Divorced;2012Q4;2772
Egedal;Divorced;2013Q1;2795
Egedal;Divorced;2013Q2;2857
Egedal;Divorced;2013Q3;2901
Egedal;Divorced;2013Q4;2906
Egedal;Divorced;2014Q1;2983
Egedal;Divorced;2014Q2;3042
Egedal;Divorced;2014Q3;3083
Egedal;Divorced;2014Q4;3120
Egedal;Divorced;2015Q1;3133
Egedal;Divorced;2015Q2;3162
Egedal;Divorced;2015Q3;3221
Egedal;Divorced;2015Q4;3209
Egedal;Divorced;2016Q1;3242
Egedal;Divorced;2016Q2;3266
Egedal;Divorced;2016Q3;3344
Egedal;Divorced;2016Q4;3336
Egedal;Divorced;2017Q1;3359
Egedal;Divorced;2017Q2;3414
Egedal;Divorced;2017Q3;3375
Egedal;Divorced;2017Q4;3369
Egedal;Divorced;2018Q1;3371
Egedal;Divorced;2018Q2;3386
Egedal;Divorced;2018Q3;3381
Egedal;Divorced;2018Q4;3376
Egedal;Divorced;2019Q1;3401
Egedal;Divorced;2019Q2;3399
Egedal;Divorced;2019Q3;3371
Egedal;Divorced;2019Q4;3385
Egedal;Divorced;2020Q1;3367
Egedal;Divorced;2020Q2;3401
Egedal;Divorced;2020Q3;3424
Egedal;Divorced;2020Q4;3443
Egedal;Divorced;2021Q1;3479
Egedal;Divorced;2021Q2;3526
Egedal;Divorced;2021Q3;3546
Egedal;Divorced;2021Q4;3566
Egedal;Divorced;2022Q1;3592
Fredensborg;Never married;2008Q1;16496
Fredensborg;Never married;2008Q2;16491
Fredensborg;Never married;2008Q3;16486
Fredensborg;Never married;2008Q4;16458
Fredensborg;Never married;2009Q1;16442
Fredensborg;Never married;2009Q2;16436
Fredensborg;Never married;2009Q3;16401
Fredensborg;Never married;2009Q4;16328
Fredensborg;Never married;2010Q1;16346
Fredensborg;Never married;2010Q2;16359
Fredensborg;Never married;2010Q3;16385
Fredensborg;Never married;2010Q4;16403
Fredensborg;Never married;2011Q1;16420
Fredensborg;Never married;2011Q2;16524
Fredensborg;Never married;2011Q3;16554
Fredensborg;Never married;2011Q4;16544
Fredensborg;Never married;2012Q1;16585
Fredensborg;Never married;2012Q2;16568
Fredensborg;Never married;2012Q3;16581
Fredensborg;Never married;2012Q4;16540
Fredensborg;Never married;2013Q1;16482
Fredensborg;Never married;2013Q2;16490
Fredensborg;Never married;2013Q3;16505
Fredensborg;Never married;2013Q4;16527
Fredensborg;Never married;2014Q1;16530
Fredensborg;Never married;2014Q2;16549
Fredensborg;Never married;2014Q3;16615
Fredensborg;Never married;2014Q4;16633
Fredensborg;Never married;2015Q1;16620
Fredensborg;Never married;2015Q2;16714
Fredensborg;Never married;2015Q3;16718
Fredensborg;Never married;2015Q4;16713
Fredensborg;Never married;2016Q1;16760
Fredensborg;Never married;2016Q2;16783
Fredensborg;Never married;2016Q3;16836
Fredensborg;Never married;2016Q4;16971
Fredensborg;Never married;2017Q1;16983
Fredensborg;Never married;2017Q2;17027
Fredensborg;Never married;2017Q3;17036
Fredensborg;Never married;2017Q4;17132
Fredensborg;Never married;2018Q1;17163
Fredensborg;Never married;2018Q2;17140
Fredensborg;Never married;2018Q3;17152
Fredensborg;Never married;2018Q4;17050
Fredensborg;Never married;2019Q1;17088
Fredensborg;Never married;2019Q2;17159
Fredensborg;Never married;2019Q3;17163
Fredensborg;Never married;2019Q4;17109
Fredensborg;Never married;2020Q1;17135
Fredensborg;Never married;2020Q2;17161
Fredensborg;Never married;2020Q3;17247
Fredensborg;Never married;2020Q4;17211
Fredensborg;Never married;2021Q1;17208
Fredensborg;Never married;2021Q2;17263
Fredensborg;Never married;2021Q3;17290
Fredensborg;Never married;2021Q4;17363
Fredensborg;Never married;2022Q1;17424
Fredensborg;Married/separated;2008Q1;17339
Fredensborg;Married/separated;2008Q2;17224
Fredensborg;Married/separated;2008Q3;17258
Fredensborg;Married/separated;2008Q4;17353
Fredensborg;Married/separated;2009Q1;17297
Fredensborg;Married/separated;2009Q2;17283
Fredensborg;Married/separated;2009Q3;17323
Fredensborg;Married/separated;2009Q4;17380
Fredensborg;Married/separated;2010Q1;17329
Fredensborg;Married/separated;2010Q2;17246
Fredensborg;Married/separated;2010Q3;17263
Fredensborg;Married/separated;2010Q4;17370
Fredensborg;Married/separated;2011Q1;17351
Fredensborg;Married/separated;2011Q2;17289
Fredensborg;Married/separated;2011Q3;17299
Fredensborg;Married/separated;2011Q4;17322
Fredensborg;Married/separated;2012Q1;17312
Fredensborg;Married/separated;2012Q2;17213
Fredensborg;Married/separated;2012Q3;17233
Fredensborg;Married/separated;2012Q4;17277
Fredensborg;Married/separated;2013Q1;17216
Fredensborg;Married/separated;2013Q2;17135
Fredensborg;Married/separated;2013Q3;17146
Fredensborg;Married/separated;2013Q4;17221
Fredensborg;Married/separated;2014Q1;17183
Fredensborg;Married/separated;2014Q2;17093
Fredensborg;Married/separated;2014Q3;17138
Fredensborg;Married/separated;2014Q4;17192
Fredensborg;Married/separated;2015Q1;17133
Fredensborg;Married/separated;2015Q2;17114
Fredensborg;Married/separated;2015Q3;17131
Fredensborg;Married/separated;2015Q4;17207
Fredensborg;Married/separated;2016Q1;17200
Fredensborg;Married/separated;2016Q2;17138
Fredensborg;Married/separated;2016Q3;17182
Fredensborg;Married/separated;2016Q4;17289
Fredensborg;Married/separated;2017Q1;17306
Fredensborg;Married/separated;2017Q2;17255
Fredensborg;Married/separated;2017Q3;17286
Fredensborg;Married/separated;2017Q4;17399
Fredensborg;Married/separated;2018Q1;17361
Fredensborg;Married/separated;2018Q2;17388
Fredensborg;Married/separated;2018Q3;17438
Fredensborg;Married/separated;2018Q4;17543
Fredensborg;Married/separated;2019Q1;17570
Fredensborg;Married/separated;2019Q2;17508
Fredensborg;Married/separated;2019Q3;17518
Fredensborg;Married/separated;2019Q4;17573
Fredensborg;Married/separated;2020Q1;17574
Fredensborg;Married/separated;2020Q2;17516
Fredensborg;Married/separated;2020Q3;17534
Fredensborg;Married/separated;2020Q4;17604
Fredensborg;Married/separated;2021Q1;17577
Fredensborg;Married/separated;2021Q2;17521
Fredensborg;Married/separated;2021Q3;17505
Fredensborg;Married/separated;2021Q4;17513
Fredensborg;Married/separated;2022Q1;17491
Fredensborg;Widowed;2008Q1;1879
Fredensborg;Widowed;2008Q2;1902
Fredensborg;Widowed;2008Q3;1902
Fredensborg;Widowed;2008Q4;1906
Fredensborg;Widowed;2009Q1;1912
Fredensborg;Widowed;2009Q2;1898
Fredensborg;Widowed;2009Q3;1893
Fredensborg;Widowed;2009Q4;1890
Fredensborg;Widowed;2010Q1;1895
Fredensborg;Widowed;2010Q2;1882
Fredensborg;Widowed;2010Q3;1886
Fredensborg;Widowed;2010Q4;1895
Fredensborg;Widowed;2011Q1;1901
Fredensborg;Widowed;2011Q2;1912
Fredensborg;Widowed;2011Q3;1919
Fredensborg;Widowed;2011Q4;1916
Fredensborg;Widowed;2012Q1;1918
Fredensborg;Widowed;2012Q2;1923
Fredensborg;Widowed;2012Q3;1928
Fredensborg;Widowed;2012Q4;1927
Fredensborg;Widowed;2013Q1;1938
Fredensborg;Widowed;2013Q2;1938
Fredensborg;Widowed;2013Q3;1939
Fredensborg;Widowed;2013Q4;1952
Fredensborg;Widowed;2014Q1;1955
Fredensborg;Widowed;2014Q2;1969
Fredensborg;Widowed;2014Q3;1982
Fredensborg;Widowed;2014Q4;1986
Fredensborg;Widowed;2015Q1;1976
Fredensborg;Widowed;2015Q2;1985
Fredensborg;Widowed;2015Q3;1982
Fredensborg;Widowed;2015Q4;1985
Fredensborg;Widowed;2016Q1;1961
Fredensborg;Widowed;2016Q2;1967
Fredensborg;Widowed;2016Q3;1950
Fredensborg;Widowed;2016Q4;1961
Fredensborg;Widowed;2017Q1;1961
Fredensborg;Widowed;2017Q2;1973
Fredensborg;Widowed;2017Q3;1961
Fredensborg;Widowed;2017Q4;1968
Fredensborg;Widowed;2018Q1;1967
Fredensborg;Widowed;2018Q2;1965
Fredensborg;Widowed;2018Q3;1966
Fredensborg;Widowed;2018Q4;1967
Fredensborg;Widowed;2019Q1;1963
Fredensborg;Widowed;2019Q2;1979
Fredensborg;Widowed;2019Q3;1987
Fredensborg;Widowed;2019Q4;1981
Fredensborg;Widowed;2020Q1;1974
Fredensborg;Widowed;2020Q2;1972
Fredensborg;Widowed;2020Q3;1969
Fredensborg;Widowed;2020Q4;1971
Fredensborg;Widowed;2021Q1;1995
Fredensborg;Widowed;2021Q2;2021
Fredensborg;Widowed;2021Q3;2033
Fredensborg;Widowed;2021Q4;2025
Fredensborg;Widowed;2022Q1;2012
Fredensborg;Divorced;2008Q1;3526
Fredensborg;Divorced;2008Q2;3531
Fredensborg;Divorced;2008Q3;3568
Fredensborg;Divorced;2008Q4;3576
Fredensborg;Divorced;2009Q1;3603
Fredensborg;Divorced;2009Q2;3643
Fredensborg;Divorced;2009Q3;3648
Fredensborg;Divorced;2009Q4;3645
Fredensborg;Divorced;2010Q1;3656
Fredensborg;Divorced;2010Q2;3660
Fredensborg;Divorced;2010Q3;3654
Fredensborg;Divorced;2010Q4;3646
Fredensborg;Divorced;2011Q1;3669
Fredensborg;Divorced;2011Q2;3699
Fredensborg;Divorced;2011Q3;3723
Fredensborg;Divorced;2011Q4;3732
Fredensborg;Divorced;2012Q1;3750
Fredensborg;Divorced;2012Q2;3802
Fredensborg;Divorced;2012Q3;3812
Fredensborg;Divorced;2012Q4;3795
Fredensborg;Divorced;2013Q1;3826
Fredensborg;Divorced;2013Q2;3861
Fredensborg;Divorced;2013Q3;3866
Fredensborg;Divorced;2013Q4;3849
Fredensborg;Divorced;2014Q1;3917
Fredensborg;Divorced;2014Q2;3940
Fredensborg;Divorced;2014Q3;3966
Fredensborg;Divorced;2014Q4;3999
Fredensborg;Divorced;2015Q1;4043
Fredensborg;Divorced;2015Q2;4084
Fredensborg;Divorced;2015Q3;4121
Fredensborg;Divorced;2015Q4;4131
Fredensborg;Divorced;2016Q1;4191
Fredensborg;Divorced;2016Q2;4222
Fredensborg;Divorced;2016Q3;4255
Fredensborg;Divorced;2016Q4;4249
Fredensborg;Divorced;2017Q1;4254
Fredensborg;Divorced;2017Q2;4299
Fredensborg;Divorced;2017Q3;4275
Fredensborg;Divorced;2017Q4;4279
Fredensborg;Divorced;2018Q1;4288
Fredensborg;Divorced;2018Q2;4290
Fredensborg;Divorced;2018Q3;4256
Fredensborg;Divorced;2018Q4;4204
Fredensborg;Divorced;2019Q1;4198
Fredensborg;Divorced;2019Q2;4208
Fredensborg;Divorced;2019Q3;4199
Fredensborg;Divorced;2019Q4;4158
Fredensborg;Divorced;2020Q1;4182
Fredensborg;Divorced;2020Q2;4217
Fredensborg;Divorced;2020Q3;4221
Fredensborg;Divorced;2020Q4;4194
Fredensborg;Divorced;2021Q1;4218
Fredensborg;Divorced;2021Q2;4242
Fredensborg;Divorced;2021Q3;4259
Fredensborg;Divorced;2021Q4;4251
Fredensborg;Divorced;2022Q1;4284
Frederikssund;Never married;2008Q1;18221
Frederikssund;Never married;2008Q2;18229
Frederikssund;Never married;2008Q3;18259
Frederikssund;Never married;2008Q4;18212
Frederikssund;Never married;2009Q1;18210
Frederikssund;Never married;2009Q2;18237
Frederikssund;Never married;2009Q3;18266
Frederikssund;Never married;2009Q4;18154
Frederikssund;Never married;2010Q1;18112
Frederikssund;Never married;2010Q2;18181
Frederikssund;Never married;2010Q3;18238
Frederikssund;Never married;2010Q4;18169
Frederikssund;Never married;2011Q1;18133
Frederikssund;Never married;2011Q2;18136
Frederikssund;Never married;2011Q3;18212
Frederikssund;Never married;2011Q4;18130
Frederikssund;Never married;2012Q1;18154
Frederikssund;Never married;2012Q2;18203
Frederikssund;Never married;2012Q3;18280
Frederikssund;Never married;2012Q4;18175
Frederikssund;Never married;2013Q1;18208
Frederikssund;Never married;2013Q2;18238
Frederikssund;Never married;2013Q3;18278
Frederikssund;Never married;2013Q4;18302
Frederikssund;Never married;2014Q1;18257
Frederikssund;Never married;2014Q2;18234
Frederikssund;Never married;2014Q3;18401
Frederikssund;Never married;2014Q4;18338
Frederikssund;Never married;2015Q1;18276
Frederikssund;Never married;2015Q2;18384
Frederikssund;Never married;2015Q3;18505
Frederikssund;Never married;2015Q4;18467
Frederikssund;Never married;2016Q1;18447
Frederikssund;Never married;2016Q2;18507
Frederikssund;Never married;2016Q3;18606
Frederikssund;Never married;2016Q4;18605
Frederikssund;Never married;2017Q1;18642
Frederikssund;Never married;2017Q2;18675
Frederikssund;Never married;2017Q3;18746
Frederikssund;Never married;2017Q4;18670
Frederikssund;Never married;2018Q1;18686
Frederikssund;Never married;2018Q2;18699
Frederikssund;Never married;2018Q3;18737
Frederikssund;Never married;2018Q4;18770
Frederikssund;Never married;2019Q1;18764
Frederikssund;Never married;2019Q2;18799
Frederikssund;Never married;2019Q3;18781
Frederikssund;Never married;2019Q4;18602
Frederikssund;Never married;2020Q1;18530
Frederikssund;Never married;2020Q2;18589
Frederikssund;Never married;2020Q3;18645
Frederikssund;Never married;2020Q4;18591
Frederikssund;Never married;2021Q1;18560
Frederikssund;Never married;2021Q2;18706
Frederikssund;Never married;2021Q3;18789
Frederikssund;Never married;2021Q4;18755
Frederikssund;Never married;2022Q1;18780
Frederikssund;Married/separated;2008Q1;19894
Frederikssund;Married/separated;2008Q2;19858
Frederikssund;Married/separated;2008Q3;19891
Frederikssund;Married/separated;2008Q4;20003
Frederikssund;Married/separated;2009Q1;19920
Frederikssund;Married/separated;2009Q2;19830
Frederikssund;Married/separated;2009Q3;19851
Frederikssund;Married/separated;2009Q4;19908
Frederikssund;Married/separated;2010Q1;19859
Frederikssund;Married/separated;2010Q2;19771
Frederikssund;Married/separated;2010Q3;19828
Frederikssund;Married/separated;2010Q4;19912
Frederikssund;Married/separated;2011Q1;19870
Frederikssund;Married/separated;2011Q2;19762
Frederikssund;Married/separated;2011Q3;19782
Frederikssund;Married/separated;2011Q4;19775
Frederikssund;Married/separated;2012Q1;19709
Frederikssund;Married/separated;2012Q2;19567
Frederikssund;Married/separated;2012Q3;19553
Frederikssund;Married/separated;2012Q4;19604
Frederikssund;Married/separated;2013Q1;19491
Frederikssund;Married/separated;2013Q2;19335
Frederikssund;Married/separated;2013Q3;19366
Frederikssund;Married/separated;2013Q4;19403
Frederikssund;Married/separated;2014Q1;19316
